,dance,mode,energy,key,loudness,speech,acous,instrum,live,valence,tempo,duration_(ms),id_check,popularity,name,artist,album,id
583,0.666,1,0.599,7,-9.352,0.0305,0.259,0.000769,0.373,0.696,123.16,295627,2ssyECwAX5JxtcAUTFw7wI,52,Gold Dust Woman - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),2ssyECwAX5JxtcAUTFw7wI
584,0.348,1,0.576,0,-8.388,0.0289,0.00766,0.0462,0.276,0.428,179.014,288787,4nZi6XNe36Ut4Nij3IQ1yC,59,Silver Springs - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),4nZi6XNe36Ut4Nij3IQ1yC
585,0.592,1,0.517,9,-14.912,0.0313,0.56,0.863,0.178,0.636,89.291,266693,7sQUQZ2yDElEa3oh7SRBag,31,For Duster (The Blues) - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),7sQUQZ2yDElEa3oh7SRBag
586,0.707,1,0.625,4,-9.529,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,222400,3k2ImghAf2wffEKTMVvIkc,0,Seven Wonders - Remastered,Fleetwood Mac,Tango In the Night (Deluxe),3k2ImghAf2wffEKTMVvIkc
587,0.472,1,0.292,10,-11.591,0.0321,0.872,0.0007,0.128,0.824,177.624,148573,1swmf4hFMJYRNA8Rq9PVaW,54,Martha My Dear - Remastered 2009,The Beatles,The Beatles (Remastered),1swmf4hFMJYRNA8Rq9PVaW
588,0.589,1,0.522,2,-8.718,0.0521,0.53,0.000243,0.0993,0.957,187.688,101160,4eLIq1nQNwz2qLu8DeiWIp,50,Why Don't We Do It In The Road? - Remastered 2009,The Beatles,The Beatles (Remastered),4eLIq1nQNwz2qLu8DeiWIp
589,0.332,1,0.683,2,-7.679,0.0491,0.0322,6.51e-06,0.342,0.419,88.522,255600,6IAVxNFi1W88UhDeyvOsdo,66,Fat Bottomed Girls - 2011 Remaster,Queen,Jazz (2011 Remaster),6IAVxNFi1W88UhDeyvOsdo
590,0.471,0,0.199,11,-15.589,0.0487,0.884,0.894,0.118,0.473,156.631,200560,1WIkiMhR3xXTWSk9lsOJoe,0,Pieter Botha,Ali Farka Touré,Niafunke,1WIkiMhR3xXTWSk9lsOJoe
591,0.607,1,0.545,4,-11.564,0.107,0.873,0.00914,0.132,0.577,86.39,271280,6JkupGxmymjTcd0q9S1PSa,0,Allah Uya,Ali Farka Touré,Niafunke,6JkupGxmymjTcd0q9S1PSa
592,0.479,1,0.733,0,-8.753,0.0256,0.306,2.4e-05,0.414,0.806,99.307,208840,0vZ97gHhemKm6c64hTfJNA,64,"Hello, Goodbye - Remastered 2009",The Beatles,Magical Mystery Tour (Remastered),0vZ97gHhemKm6c64hTfJNA
593,0.543,1,0.458,0,-8.976,0.0274,0.226,0.00663,0.298,0.704,84.319,96467,5eZrW59C3UgBhkqNlowEID,60,Carry That Weight - Remastered 2009,The Beatles,Abbey Road (Remastered),5eZrW59C3UgBhkqNlowEID
594,0.416,0,0.563,1,-8.724,0.0298,0.207,0.0,0.343,0.9,77.56,127853,4joiWvli4qJVEW6qZV2i2J,67,All My Loving - Remastered 2009,The Beatles,With The Beatles (Remastered),4joiWvli4qJVEW6qZV2i2J
595,0.552,1,0.644,9,-9.129,0.0372,0.675,0.0,0.36,0.961,122.546,154160,6wfK1R6FoLpmUA9lk5ll4T,55,Please Mister Postman - Remastered 2009,The Beatles,With The Beatles (Remastered),6wfK1R6FoLpmUA9lk5ll4T
596,0.468,1,0.833,4,-5.847,0.0324,0.00654,0.000332,0.326,0.884,131.248,264413,76TpWFiK5YCgw1hy26DWZp,65,What Is Life - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),76TpWFiK5YCgw1hy26DWZp
597,0.641,1,0.619,3,-8.996,0.0369,0.672,0.0215,0.257,0.737,94.05,196627,6bNFmr8aQ9guGerSLqf0Ct,38,Cloud Nine - Remastered 2004,George Harrison,Cloud Nine,6bNFmr8aQ9guGerSLqf0Ct
598,0.588,1,0.656,3,-6.373,0.0224,0.378,0.00227,0.042,0.746,79.701,212933,0GGxVTb0UwDwdaKNjBdCn3,70,Woman - Remastered 2010,John Lennon,Double Fantasy Stripped Down,0GGxVTb0UwDwdaKNjBdCn3
599,0.489,0,0.389,4,-11.653,0.0284,0.877,0.32,0.105,0.254,131.366,257787,3D9iV6cYkYJRAPFO6DRKIE,66,Jealous Guy - Remastered 2010,John Lennon,Imagine,3D9iV6cYkYJRAPFO6DRKIE
600,0.632,1,0.556,9,-10.138,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667,3ntrdR24dLkKrzSGRv1FlH,66,Stand By Me - Remastered 2010,John Lennon,Rock 'N' Roll,3ntrdR24dLkKrzSGRv1FlH
601,0.608,0,0.494,4,-12.211,0.0345,0.778,0.0,0.0926,0.879,112.421,160520,2VmB1rF9FtfKUmFHDVnq8Q,58,Baby It's You - Remastered 2009,The Beatles,Please Please Me (Remastered),2VmB1rF9FtfKUmFHDVnq8Q
602,0.257,1,0.412,1,-11.788,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133,4dkoqJrP0L8FXftrMZongF,65,Across The Universe - Remastered 2009,The Beatles,Let It Be (Remastered),4dkoqJrP0L8FXftrMZongF
603,0.395,1,0.656,9,-6.462,0.0329,0.29,2.72e-05,0.0624,0.487,174.782,274227,0nUCaKwNqO5whVAhEX1A1R,56,Spread Your Wings - Remastered 2011,Queen,News Of The World (2011 Remaster),0nUCaKwNqO5whVAhEX1A1R
604,0.66,1,0.337,2,-11.524,0.0286,0.213,1.57e-05,0.142,0.703,110.173,136080,0oQshbv1BFLZ61b1tQ4Eqg,51,This Boy - Remastered 2009,The Beatles,Past Masters (Vols. 1 & 2 / Remastered),0oQshbv1BFLZ61b1tQ4Eqg
605,0.431,0,0.54,9,-9.6,0.0589,0.523,1.34e-06,0.169,0.44,139.288,164547,71LsKf3xISiOlY1mj7FFPP,57,Happiness Is A Warm Gun - Remastered 2009,The Beatles,The Beatles (Remastered),71LsKf3xISiOlY1mj7FFPP
606,0.419,1,0.152,0,-12.126,0.0277,0.326,0.0034,0.113,0.239,80.608,91760,01SfTM5nfCou5gQL70r6gs,63,Golden Slumbers - Remastered 2009,The Beatles,Abbey Road (Remastered),01SfTM5nfCou5gQL70r6gs
607,0.356,0,0.26,4,-10.577,0.0314,0.913,2.1e-06,0.105,0.49,144.184,179107,6rHh8urosEFRI67xVa6fzU,56,The Fool On The Hill - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),6rHh8urosEFRI67xVa6fzU
608,0.49,0,0.579,1,-10.301,0.0344,0.217,0.0,0.0644,0.879,119.403,122573,5tztLBvTlNC15Np2tnQ5Ll,56,All I've Got To Do - Remastered 2009,The Beatles,With The Beatles (Remastered),5tztLBvTlNC15Np2tnQ5Ll
609,0.37,0,0.515,2,-9.487,0.0321,0.0233,0.205,0.0966,0.42,115.732,467320,3Z25k4ZF6QENy2d9YatsM5,61,I Want You (She's So Heavy) - Remastered 2009,The Beatles,Abbey Road (Remastered),3Z25k4ZF6QENy2d9YatsM5
610,0.703,1,0.215,2,-23.03,0.0892,0.728,1.23e-06,0.13,0.522,100.874,25987,6UCFZ9ZOFRxK8oak7MdPZu,21,Her Majesty - Remastered 2009,The Beatles,Abbey Road (Remastered),6UCFZ9ZOFRxK8oak7MdPZu
611,0.59,1,0.805,0,-6.481,0.0371,0.137,0.0,0.0996,0.797,138.514,154200,5J2CHimS7dWYMImCHkEFaJ,66,A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),5J2CHimS7dWYMImCHkEFaJ
612,0.698,1,0.293,0,-11.361,0.0332,0.784,0.0106,0.0936,0.724,117.613,148413,1dxbAIfCASqv6jix2R1Taj,53,Your Mother Should Know - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),1dxbAIfCASqv6jix2R1Taj
613,0.552,0,0.443,9,-9.113,0.0453,0.0563,0.000173,0.0864,0.543,129.888,166653,2SL0h7FKhJ1O5DcvmvPqU5,54,Black Magic Woman,Fleetwood Mac,English Rose,2SL0h7FKhJ1O5DcvmvPqU5
614,0.532,1,0.783,2,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4h8VwCb1MTGoLKueQ1WgbD,10,Wake Me Up,Avicii,True,4h8VwCb1MTGoLKueQ1WgbD
615,0.527,1,0.835,6,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,0ct6r3EGTcMLPtrXHDvVjc,85,The Nights,Avicii,The Days / Nights,0ct6r3EGTcMLPtrXHDvVjc
616,0.347,1,0.403,9,-11.409,0.0329,0.468,0.000406,0.249,0.485,182.738,306496,6oLPkR1ENgOiPNYTz2oxJi,0,Alabama Woman Blues,Eric Clapton,I Still Do,6oLPkR1ENgOiPNYTz2oxJi
617,0.626,0,0.512,1,-9.15,0.0247,0.155,4.65e-05,0.215,0.73,92.225,170720,0suLngfo7rJoetk7Ub6N8l,61,Octopus's Garden - Remastered 2009,The Beatles,Abbey Road (Remastered),0suLngfo7rJoetk7Ub6N8l
618,0.491,1,0.801,4,-9.835,0.0361,0.27,0.0,0.0665,0.971,160.109,173947,3KiexfmhxHvG5IgAElmTkd,68,I Saw Her Standing There - Remastered 2009,The Beatles,Please Please Me (Remastered),3KiexfmhxHvG5IgAElmTkd
619,0.587,1,0.617,7,-9.164,0.028,0.0197,0.639,0.199,0.947,100.495,191307,5xYC2ZJJ9TMJL8BOl85O2R,52,Hey Bulldog - Remastered 2009,The Beatles,Yellow Submarine (Remastered),5xYC2ZJJ9TMJL8BOl85O2R
620,0.692,1,0.672,2,-8.979,0.282,0.317,0.00177,0.39,0.541,108.077,222067,0xwG5stzrc5B70TycPwenY,43,"Rainy Day, Dream Away",Jimi Hendrix,Electric Ladyland,0xwG5stzrc5B70TycPwenY
621,0.509,0,0.885,10,-8.416,0.0876,0.164,0.955,0.302,0.451,107.223,172373,63cqe0SJntcRK9NKUAMAmz,12,Cat Talking to Me - Anthology Version,Jimi Hendrix,West Coast Seattle Boy: The Jimi Hendrix Anthology,63cqe0SJntcRK9NKUAMAmz
622,0.578,0,0.29,5,-12.501,0.0341,0.652,0.0,0.105,0.666,117.403,162373,5By7Pzgl6TMuVJG168VWzS,66,Michelle - Remastered 2009,The Beatles,Rubber Soul (Remastered),5By7Pzgl6TMuVJG168VWzS
623,0.523,1,0.626,0,-9.425,0.0523,0.155,0.0,0.0869,0.917,134.127,214867,383Xl5QTigwj3QiA3Qc6S7,69,The Devil Went Down to Georgia,The Charlie Daniels Band,A Decade Of Hits,383Xl5QTigwj3QiA3Qc6S7
624,0.632,1,0.609,2,-6.69,0.0902,0.317,0.00141,0.0788,0.767,100.625,232040,0bsuSsRatN6sXKTnOMIwBb,48,Emma,Hot Chocolate,Cicero Park,0bsuSsRatN6sXKTnOMIwBb
625,0.645,1,0.406,2,-7.453,0.0318,0.425,0.0,0.111,0.434,169.957,222973,2K6jg5ekcNNw66KDEMvLiO,50,Sophie,Goodshirt,Good,2K6jg5ekcNNw66KDEMvLiO
626,0.745,0,0.793,9,-4.627,0.0767,0.123,0.0,0.1,0.851,97.009,190056,4KzUXbLMOftl8TWRqDlzcp,37,Barbie,Static & Ben El,Barbie,4KzUXbLMOftl8TWRqDlzcp
627,0.45,1,0.712,9,-9.69,0.0563,0.521,1.57e-06,0.189,0.848,164.376,237427,7HRqpMkcCVVhmKme8bScvl,52,The South's Gonna Do It Again,The Charlie Daniels Band,A Decade Of Hits,7HRqpMkcCVVhmKme8bScvl
628,0.58,0,0.981,8,-2.603,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,1bx7OUl2UmAnA5oZkm9If7,63,Jerk It Out,Caesars,Jerk It Out,1bx7OUl2UmAnA5oZkm9If7
629,0.592,1,0.383,9,-13.076,0.0494,0.654,0.0,0.0982,0.485,78.954,202507,4O7sDupv5V7qEBk96qOZyi,60,Simple Man,The Charlie Daniels Band,Simple Man,4O7sDupv5V7qEBk96qOZyi
630,0.432,0,0.35,0,-9.852,0.0266,0.672,0.000847,0.0932,0.263,73.411,162293,74D87XkpPozTefTJaGs1oH,49,Forever - Remastered 2009,The Beach Boys,Sunflower,74D87XkpPozTefTJaGs1oH
631,0.366,1,0.712,5,-14.177,0.0361,0.0131,0.923,0.27,0.556,155.42,135773,2GKYEk8NQkafOqSw4uWZXl,46,Wipeout,Various Artists,The Year Is 1963,2GKYEk8NQkafOqSw4uWZXl
632,0.676,1,0.596,4,-9.107,0.0272,0.0699,1.96e-05,0.351,0.97,100.687,66533,4JOyMhad5dD81uGYLGgKrS,54,Mean Mr Mustard - Remastered 2009,The Beatles,Abbey Road (Remastered),4JOyMhad5dD81uGYLGgKrS
633,0.526,1,0.775,0,-6.05,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,3G7tRC24Uh09Hmp1KZ7LQ2,73,I'm a Believer - 2006 Remaster,The Monkees,More of The Monkees (Deluxe Edition),3G7tRC24Uh09Hmp1KZ7LQ2
634,0.324,1,0.326,2,-12.304,0.0271,0.00033,0.0,0.0987,0.393,92.828,285640,2eYjEQFSl43STOZZe86QgB,33,Mull Of Kintyre,Paul McCartney,Pure McCartney,2eYjEQFSl43STOZZe86QgB
635,0.561,1,0.272,5,-15.31,0.0325,0.323,0.0113,0.24,0.928,119.241,44413,1aytqbFoJrHfX6XSyctt5x,0,The Lovely Linda - Remastered 2011,Paul McCartney,McCartney (Special Edition),1aytqbFoJrHfX6XSyctt5x
636,0.756,1,0.458,0,-10.522,0.0336,0.141,0.136,0.106,0.839,124.968,355187,3cAIHYEsZOav8rL5kABiLT,28,Silly Love Songs,Paul McCartney,Pure McCartney,3cAIHYEsZOav8rL5kABiLT
637,0.453,0,0.117,5,-18.673,0.031,0.815,0.00105,0.132,0.36,173.182,228600,17maLKuKJ5EczA9d3Pv2Zn,21,Jenny Wren,Paul McCartney,Pure McCartney,17maLKuKJ5EczA9d3Pv2Zn
638,0.69,0,0.5,4,-16.145,0.0909,0.598,0.0288,0.11,0.586,191.539,236093,6io0LJIP9ntX35hTfaxwQG,61,Lay Down Sally,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),6io0LJIP9ntX35hTfaxwQG
639,0.312,1,0.77,6,-13.991,0.282,0.339,0.271,0.11,0.0298,101.152,82627,4COmeKH1pLNNpXcgtMcyQH,41,...And the Gods Made Love,Jimi Hendrix,Electric Ladyland,4COmeKH1pLNNpXcgtMcyQH
640,0.486,0,0.963,0,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,146573,1ntxpzIUbSsizvuAy6lTYY,60,Crosstown Traffic,Jimi Hendrix,Electric Ladyland,1ntxpzIUbSsizvuAy6lTYY
641,0.465,1,0.824,7,-6.668,0.1,0.363,0.000398,0.656,0.687,85.218,207760,1HFj7yC7uZfqjWuoH6DO9r,43,Long Hot Summer Night,Jimi Hendrix,Electric Ladyland,1HFj7yC7uZfqjWuoH6DO9r
642,0.41,0,0.821,11,-8.557,0.194,0.202,0.0367,0.43,0.833,148.665,249373,0KqHJXm4Z42fELkW83ZW0r,48,Come On (Let the Good Times Roll),Jimi Hendrix,Electric Ladyland,0KqHJXm4Z42fELkW83ZW0r
643,0.331,1,0.845,0,-7.55,0.0889,0.411,0.000412,0.124,0.525,76.698,219613,36SULeBeglappJysOY6WzQ,46,Burning of the Midnight Lamp,Jimi Hendrix,Electric Ladyland,36SULeBeglappJysOY6WzQ
644,0.0,1,0.391,6,-20.962,0.0,0.404,0.932,0.0603,0.0,0.0,61773,3q3gK9I4mj03565IGtVA0d,37,"Moon, Turn the Tides...Gently Gently Away",Jimi Hendrix,Electric Ladyland,3q3gK9I4mj03565IGtVA0d
645,0.364,1,0.865,2,-7.328,0.114,0.247,0.0209,0.0936,0.554,111.15,265587,0xKcrFF5ed7U4EPdG6vE4f,42,"Still Raining, Still Dreaming",Jimi Hendrix,Electric Ladyland,0xKcrFF5ed7U4EPdG6vE4f
646,0.426,0,0.888,5,-5.052,0.21,0.693,0.00117,0.339,0.541,116.267,272840,6p5RohbRLDSjeERMZ90hMg,41,House Burning Down,Jimi Hendrix,Electric Ladyland,6p5RohbRLDSjeERMZ90hMg
647,0.425,1,0.369,4,-11.876,0.0379,0.183,0.00126,0.112,0.65,176.625,124693,1H7gMYGykdtwZOV6s1N0by,67,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,Rubber Soul (Remastered),1H7gMYGykdtwZOV6s1N0by
648,0.699,0,0.294,5,-13.205,0.0294,0.587,0.0,0.117,0.893,96.615,151720,6tQvjqDIK9GXWIC6mejms8,62,Girl - Remastered 2009,The Beatles,Rubber Soul (Remastered),6tQvjqDIK9GXWIC6mejms8
649,0.602,0,0.834,1,-6.573,0.0358,0.0297,0.887,0.34,0.353,125.99,338867,6Xe9wT5xeZETPwtaP2ynUz,64,Levels - Original Version,Avicii,Levels,6Xe9wT5xeZETPwtaP2ynUz
650,0.528,0,0.655,0,-7.85,0.0262,0.0102,0.723,0.377,0.367,115.285,331853,5VErNsWF69eD0HiBt2vWcH,52,Nineteen Hundred And Eighty Five - Remastered 2010,Wings,Band On The Run (Standard),5VErNsWF69eD0HiBt2vWcH
651,0.504,1,0.739,9,-7.265,0.0316,0.0179,0.08,0.0949,0.417,128.918,248360,4D40ZlFAWsvX7lua1Kablh,58,Jet - Remastered 2010,Wings,Band On The Run (Standard),4D40ZlFAWsvX7lua1Kablh
652,0.765,0,0.395,5,-10.75,0.0279,0.0774,0.00223,0.103,0.706,88.149,203160,715d8L5PwLgywoxlVZhXIT,44,Bluebird - Remastered 2010,Wings,Band On The Run (Standard),715d8L5PwLgywoxlVZhXIT
653,0.474,0,0.92,1,-8.818,0.0567,0.11,1.4e-05,0.348,0.571,116.176,173173,5mROLKV9edAqJnof3ib0Sh,26,Meat City - Remastered 2010,John Lennon,Mind Games,5mROLKV9edAqJnof3ib0Sh
654,0.656,0,0.462,11,-14.072,0.0373,0.518,0.000137,0.091,0.642,116.049,271093,18a9EGG4xhRELv7bgAw5hb,61,Rikki Don't Lose That Number,Steely Dan,Pretzel Logic,18a9EGG4xhRELv7bgAw5hb
655,0.682,0,0.537,2,-10.254,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,356733,2BstRQGodshjGpeDGQiNgo,69,Do It Again,Steely Dan,Can't Buy A Thrill,2BstRQGodshjGpeDGQiNgo
656,0.631,1,0.354,1,-11.112,0.0313,0.795,0.000107,0.0879,0.522,73.007,188693,0s1aSsYlLIEiy16LjFWbdp,67,Dirty Work,Steely Dan,Can't Buy A Thrill,0s1aSsYlLIEiy16LjFWbdp
657,0.335,1,0.416,0,-11.051,0.0348,0.345,0.136,0.116,0.223,174.464,242973,1jOLTO379yIu9aMnCkpMQl,57,You Never Give Me Your Money - Remastered 2009,The Beatles,Abbey Road (Remastered),1jOLTO379yIu9aMnCkpMQl
658,0.754,1,0.571,2,-8.547,0.0421,0.0173,0.0,0.3,0.82,122.463,148893,06ypiqmILMdVeaiErMFA91,64,Drive My Car - Remastered 2009,The Beatles,Rubber Soul (Remastered),06ypiqmILMdVeaiErMFA91
659,0.488,1,0.539,9,-8.752,0.0304,0.136,0.0,0.0538,0.473,115.941,199960,4LLBKnNCrSRrSjSTuiwjE9,58,You Won't See Me - Remastered 2009,The Beatles,Rubber Soul (Remastered),4LLBKnNCrSRrSjSTuiwjE9
660,0.534,1,0.624,4,-9.589,0.0462,0.00797,0.0,0.128,0.687,121.402,163693,5SUlhldQJtOhUr2GzH5RI7,62,Nowhere Man - Remastered 2009,The Beatles,Rubber Soul (Remastered),5SUlhldQJtOhUr2GzH5RI7
661,0.529,1,0.567,0,-9.796,0.0282,0.0124,0.0,0.0729,0.799,130.544,138520,64bKVrkaXQAKx04dLHqCNz,52,Think For Yourself - Remastered 2009,The Beatles,Rubber Soul (Remastered),64bKVrkaXQAKx04dLHqCNz
662,0.59,1,0.641,0,-9.687,0.0416,0.00682,0.0,0.0553,0.792,120.773,163107,4GBaPHvAyj4V2jeobD9tsy,51,The Word - Remastered 2009,The Beatles,Rubber Soul (Remastered),4GBaPHvAyj4V2jeobD9tsy
663,0.67,1,0.776,4,-10.035,0.0749,0.0168,3.01e-06,0.0732,0.765,96.93,168573,19QXdPRZFHI5kNK3tN8Mh7,50,What Goes On - Remastered 2009,The Beatles,Rubber Soul (Remastered),19QXdPRZFHI5kNK3tN8Mh7
664,0.667,1,0.498,1,-11.027,0.0364,0.00772,0.0,0.0481,0.774,85.843,146387,5E3BVY66TEDexFutOO5GeS,59,I'm Looking Through You - Remastered 2009,The Beatles,Rubber Soul (Remastered),5E3BVY66TEDexFutOO5GeS
665,0.552,0,0.487,6,-10.574,0.04,0.0175,0.0,0.105,0.657,127.201,134720,0CGbof9amBnsNlRhZ8IY2H,51,Wait - Remastered 2009,The Beatles,Rubber Soul (Remastered),0CGbof9amBnsNlRhZ8IY2H
666,0.492,1,0.755,9,-9.273,0.0331,0.00748,0.0,0.102,0.796,127.387,142267,7C6hdDIz90Uf5YmdZnYbJJ,52,If I Needed Someone - Remastered 2009,The Beatles,Rubber Soul (Remastered),7C6hdDIz90Uf5YmdZnYbJJ
667,0.563,1,0.705,2,-9.232,0.103,0.0103,0.0,0.0552,0.822,176.732,141093,4gUYV3ktbaOeAK5KrXMWV5,57,Run For Your Life - Remastered 2009,The Beatles,Rubber Soul (Remastered),4gUYV3ktbaOeAK5KrXMWV5
668,0.599,1,0.363,7,-11.728,0.0315,0.333,0.0,0.243,0.648,79.456,213107,1ITQbrueGLl581a25XXm9c,57,Rocky Raccoon - Remastered 2009,The Beatles,The Beatles (Remastered),1ITQbrueGLl581a25XXm9c
669,0.496,1,0.739,6,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,4JiEyzf0Md7KEFFGWDDdCr,77,Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II,4JiEyzf0Md7KEFFGWDDdCr
670,0.559,1,0.473,5,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,192827,4IRHwIZHzlHT1FQpRa5RdE,72,Goodbye Yellow Brick Road - Remastered 2014,Elton John,Goodbye Yellow Brick Road (Remastered),4IRHwIZHzlHT1FQpRa5RdE
671,0.718,1,0.554,10,-9.218,0.0353,0.417,0.00816,0.111,0.182,80.992,266943,2i04VnXg1v18K0dw7DqOt1,40,I Don't Know,Paul McCartney,Egypt Station,2i04VnXg1v18K0dw7DqOt1
672,0.522,1,0.806,10,-9.097,0.0817,0.748,5.48e-05,0.313,0.969,168.078,161560,4Hbe0lRKsXtDZ2wQIovz7I,2,Johnny B. Goode,Chuck Berry,Berry Is On Top,4Hbe0lRKsXtDZ2wQIovz7I
673,0.433,1,0.483,9,-9.422,0.175,0.656,2.64e-05,0.539,0.717,68.492,123493,2X9H5BokS1u5O46YpNYNsZ,55,I'm So Tired - Remastered 2009,The Beatles,The Beatles (Remastered),2X9H5BokS1u5O46YpNYNsZ
674,0.514,1,0.584,5,-13.049,0.042,0.0698,0.000183,0.205,0.558,114.142,189627,7xmW8gsZgihBHkjHA3U8l7,0,"Girl, You'll Be a Woman Soon",Urge Overkill,Stull,7xmW8gsZgihBHkjHA3U8l7
675,0.806,1,0.838,5,-8.717,0.114,0.103,0.000171,0.315,0.706,107.898,186533,4qxCDr5DquZsfaK7lvnY9G,0,Jungle Boogie,Kool & The Gang,Wild And Peaceful,4qxCDr5DquZsfaK7lvnY9G
676,0.539,0,0.656,1,-7.194,0.0449,0.0156,3.49e-06,0.303,0.783,132.4,188173,5Z3zNkHXR80lWYulnUHPpn,0,Hi Hi Hi,Paul McCartney,Wingspan (UK Version),5Z3zNkHXR80lWYulnUHPpn
677,0.707,1,0.78,3,-10.142,0.235,0.83,0.0,0.199,0.808,92.653,144600,1CQWIpYzU0fk0DT4oXsrkd,0,Roll Over Beethoven,Chuck Berry,Berry Is On Top,1CQWIpYzU0fk0DT4oXsrkd
678,0.836,1,0.884,8,-4.306,0.0587,0.765,1.41e-06,0.0875,0.894,122.493,162667,0qFjitCn07ShM4rzl2Pgdf,0,You Can't Catch Me - Single Version,Chuck Berry,After School Session,0qFjitCn07ShM4rzl2Pgdf
679,0.752,0,0.727,5,-4.161,0.16,0.0246,0.0,0.272,0.361,130.015,263360,1CNJyTUh56oj3OCZOZ5way,0,Party Rock Anthem,LMFAO,Party Rock Anthem,1CNJyTUh56oj3OCZOZ5way
680,0.438,1,0.476,5,-9.595,0.0261,0.0664,1.69e-06,0.373,0.47,100.48,254893,5HakR2lfKC0gmbjBmMmqwg,0,Starman - 2002 Digital Remaster,David Bowie,Best Of Bowie,5HakR2lfKC0gmbjBmMmqwg
681,0.36,1,0.891,9,-5.875,0.0341,0.00151,0.185,0.291,0.604,96.39,337760,5LeB999d5zGavmLn8zxExw,51,Wah-Wah - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),5LeB999d5zGavmLn8zxExw
682,0.556,1,0.345,7,-11.176,0.0264,0.741,0.0061,0.103,0.245,139.53,177427,0wZuvGn7nZbKoyKOlwZQMF,56,I'd Have You Anytime - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),0wZuvGn7nZbKoyKOlwZQMF
683,0.211,1,0.653,7,-7.638,0.0264,0.00212,0.106,0.0605,0.285,73.393,430867,25fDeVbN8AYWRriJfutwaG,52,Isn't It A Pity - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),25fDeVbN8AYWRriJfutwaG
684,0.607,1,0.755,7,-6.886,0.0317,0.219,0.00399,0.082,0.867,116.119,210720,7ykaUgkdQWJLsMuOymTV2A,61,If Not For You - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),7ykaUgkdQWJLsMuOymTV2A
685,0.568,0,0.399,10,-10.376,0.0297,0.733,0.0359,0.132,0.46,117.451,186960,2pTZsG61UdgMK24OLa3ofa,45,Behind That Locked Door - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),2pTZsG61UdgMK24OLa3ofa
686,0.277,1,0.633,9,-7.709,0.0374,0.0862,0.00182,0.0647,0.345,135.352,298160,1y94LxK8YjT2a6SfAw9KWY,41,Let It Down - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),1y94LxK8YjT2a6SfAw9KWY
687,0.537,1,0.639,2,-7.901,0.0278,0.0319,0.00527,0.109,0.806,136.718,171693,3S574gsoQJl826YjsuRqSr,45,Run Of The Mill - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),3S574gsoQJl826YjsuRqSr
688,0.445,1,0.444,1,-9.661,0.0246,0.464,0.00558,0.124,0.222,71.629,217747,1Ifka4pq7ruw9DO15hk9ni,51,I Live For You - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),1Ifka4pq7ruw9DO15hk9ni
689,0.544,0,0.476,1,-8.856,0.0276,0.313,0.0104,0.105,0.185,121.714,231133,6TRZDhDxS4PJs3nxh9FBzk,47,Beware Of Darkness - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),6TRZDhDxS4PJs3nxh9FBzk
690,0.443,1,0.303,4,-12.093,0.0321,0.332,5.89e-05,0.104,0.509,88.373,186893,26sMc53X5ptxM2xgGBROzG,38,Apple Scruffs - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),26sMc53X5ptxM2xgGBROzG
691,0.442,0,0.591,11,-9.595,0.0279,0.0707,0.391,0.133,0.419,89.607,228373,0sX4OzAtIubFc4s9y5KrB7,48,Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014,George Harrison,All Things Must Pass (Remastered 2014),0sX4OzAtIubFc4s9y5KrB7
